Object ID,Is Public Domain,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Metadata Date,Department,Title,Culture,Artist Role,Artist Display Name,Artist Nationality,Medium,Dimensions,Classification,Tags
4715,False,1902,1932,1904,1915,2019-07-31,The American Wing,Lamp,American,Maker|Designer,Tiffany Studios|Louis Comfort Tiffany,American,Leaded Favrile glass and bronze,"Base: H. 26 1/2 in. (67.3 cm); Diam. 14 5/8 in. (37.1 cm)
Shade: H. 14 5/8 in. (37.1 cm)
",Glass,Flowers
4796,True,1838,1838,1849,1849,2019-10-10,The American Wing,Standing lion,American,Designer|Manufacturer|Manufacturer,"Daniel Greatbatch|Lyman, Fenton & Co.|United States Pottery Company",British,Earthenware,9 1/4 x 10 7/8 x 5 7/8 in. (23.5 x 27.6 x 14.9 cm),Ceramics,Lions
4797,True,1838,1838,1850,1858,2019-10-10,The American Wing,Lioness Figure,American,Designer|Manufacturer,Daniel Greatbatch|United States Pottery Company,British,Mottled brown earthenware,7 x 9 1/2 in. (17.8 x 24.1 cm),Ceramics,Lions
4824,False,1856,1925,1875,1878,2019-02-01,The American Wing,Egyptian Motifs and Musical Instruments (from Scrapbook),American,Artist,John Singer Sargent,American,Pen and ink on off-white wove paper,8 1/2 x 10 1/2 in. (21.6 x 26.7 cm),Drawings,Musical Instruments|Women
4825,False,1856,1925,1889,1889,2019-02-01,The American Wing,Head with Turban (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),Drawings,Heads|Men|Profiles
4827,False,1856,1925,1889,1889,2019-02-01,The American Wing,Foot of a Javanese Dancer (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),Drawings,Feet
4836,False,1856,1925,1889,1889,2019-02-01,The American Wing,Two Standing Men (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,8 1/2 x 5 1/2 in. (21.6 x 14 cm),Drawings,Men
4837,False,1856,1925,1875,1878,2019-02-01,The American Wing,Egyptian Sculpture and Motifs (from Scrapbook),American,Artist,John Singer Sargent,American,Pen and ink on off-white wove paper,8 1/4 x 10 1/2 in. (21 x 26.7 cm),Drawings,Animals|Men|Women|Hieroglyphs
4838,False,1856,1925,1889,1889,2019-02-01,The American Wing,Head of a Javanese Dancer (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,8 1/2 x 5 1/2 in. (21.6 x 14 cm),Drawings,Faces|Heads|Profiles
4840,False,1856,1925,1889,1889,2019-02-01,The American Wing,Two Javanese Dancers Applying Make-up (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,8 1/2 x 5 1/2 in. (21.6 x 14 cm),Drawings,Women|Dancers
4854,False,1856,1925,1889,1889,2019-07-31,The American Wing,Javanese Dancers Applying Make-up and Adjusting Hair (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,8 1/2 x 5 1/2 in. (21.6 x 14 cm),Drawings,Women|Dancers
4867,False,1856,1925,1889,1889,2019-02-01,The American Wing,Hand of a Javanese Dancer (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),Drawings,Hands|Dancers
4870,False,1856,1925,1875,1878,2019-02-01,The American Wing,Egyptian Queens and Priestesses (from Album),American,Artist,John Singer Sargent,American,Pen and ink on off-white wove paper,5 1/4 x 8 3/16 in. (13.3 x 20.8 cm),Drawings,Queens|Hieroglyphs
4921,True,1835,1910,1877,1882,2019-07-31,The American Wing,"Stained Glass Lunette from the Cornelius Vanderbilt II House, New York",American,Maker,John La Farge,American,Leaded opalescent glass,"30 1/4 x 63 in., 64lb. (76.8 x 160 cm)
Framed: 34 3/4 x 68 7/8 x 2 in. (88.3 x 174.9 x 5.1 cm)",Glass,Griffins|Serpents
5026,True,1740,1799,1819,1819,2019-07-26,The American Wing,Medal,"British, probably",Maker,John Bacon the Elder,British,Bronze,Diam. 1 5/8 in. (4.1 cm),Metal,George Washington|Men|Profiles
5050,True,1782,1882,1813,1815,2019-07-31,The American Wing,Medal of Captain O. H. Perry,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 5/16 in. (5.9 cm),Metal,Portraits|Men|Profiles
5051,True,1782,1882,1813,1815,2019-02-01,The American Wing,Medal of Captain O. H. Perry,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Men|Profiles
5052,True,1782,1882,1814,1815,2019-07-31,The American Wing,Medal of Captain Lewis Warrington,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Portraits|Men|Profiles
5053,True,1782,1882,1814,1815,2019-02-01,The American Wing,Medal of Captain Thomas Macdonough,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Men|Profiles
5054,True,1782,1882,1814,1815,2019-07-31,The American Wing,Medal of Captain Robert Henley,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Portraits|Men|Profiles
5055,True,1782,1882,1815,1815,2019-07-31,The American Wing,Medal of Captain James Biddle,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Portraits|Men|Profiles
5056,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Captain William Bainbridge,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Men|Profiles
5057,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Lieutenant Stephen Cassin,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Men|Profiles
5058,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Captain Jacob Jones,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Men|Profiles
5059,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Lieutenant Edward R. McCall,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Profiles
5060,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Captain Jesse Duncan Elliott,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Men|Profiles
5061,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Captain Johnston Blakely,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Profiles
5062,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Major General Jacob Brown,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Men|Profiles
5063,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Brigadier General James Miller,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Men|Profiles
5064,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Colonel George Croghan,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Men|Profiles
5065,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Major General E. P. Gaines,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Men|Profiles
5066,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Captain Stephen Decatur,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Men|Profiles
5067,True,1782,1882,1800,1900,2019-02-01,The American Wing,Medal of Captain Truxtun's Engagement with a French Cruiser in 1800,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/4 in. (5.7 cm),Metal,Men|Profiles
5068,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Captain James Lawrence,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Profiles
5069,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal in Memory of Lieutenant William Burrows,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Cannons
5070,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Governor I. Shelby of Kentucky,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Men|Profiles
5071,True,1782,1882,1800,1900,2019-02-01,The American Wing,"Medal of the Naval Battle of Lake Erie, 1813",American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 5/16 in. (5.9 cm),Metal,Birds|Battles|Lakes|Ships
5072,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Captain Charles Stewart,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Men|Profiles
5073,True,1782,1882,1818,1818,2019-02-01,The American Wing,Medal of Major General William H. Harrison,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Men|Profiles|Generals
5074,True,1782,1882,1818,1818,2019-02-01,The American Wing,Medal of Major General Winfield Scott,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Men|Profiles
5075,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Major General Andrew Jackson,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Men|Profiles
5076,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Major General Alexander Macomb,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Profiles|Generals
5077,True,1782,1882,1800,1830,2019-07-31,The American Wing,Medal of Brigadier-General E. W. Ripley,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Portraits|Men|Profiles
5078,True,1782,1882,1800,1830,2019-02-01,The American Wing,Medal of Major General Peter B. Porter,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 9/16 in. (6.5 cm),Metal,Men|Profiles
5079,True,1782,1882,1817,1817,2019-02-01,The American Wing,Medal of James Monroe,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 1/2 in. (6.4 cm),Metal,Men|Profiles
5080,True,1782,1882,1825,1825,2019-02-01,The American Wing,Medal of John Quincy Adams,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 7/16 in. (6.2 cm),Metal,Men|Profiles
5081,True,1782,1882,1829,1829,2019-02-01,The American Wing,Medal of Andrew Jackson,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 7/16 in. (6.2 cm),Metal,Men|Profiles
5082,True,1782,1882,1837,1837,2019-07-31,The American Wing,Medal of Martin Van Buren,American,Maker,Moritz Fürst,Hungarian,Bronze,Diam. 2 7/16 in. (6.2 cm),Metal,Portraits|Men|Profiles
5083,True,1782,1882,1825,1825,2019-02-01,The American Wing,John Quincy Adams,American,Artist,Moritz Fürst,Hungarian,Silver,Diam. 2 in. (5.1 cm),Sculpture,Profiles
5084,True,1782,1882,1835,1838,2019-07-26,The American Wing,American Institute Award Medal,American,Artist,Moritz Fürst,Hungarian,Silver,Diam. 2 in. (5.1 cm),Sculpture,Eagles|Women
5096,True,1781,1840,1823,1840,2019-02-01,The American Wing,Medal,American,Maker|Maker,William Kneass|James Barton Longacre,American|American,Silver,Diam. 1 1/16 in. (2.7 cm),Metal,George Washington|Profiles
5151,False,1725,1792,1777,1800,2020-02-15,The American Wing,Medallion of Benjamin Franklin,British,Designer|Manufacturer,Jean Jacques Caffiéri|Josiah Wedgwood and Sons,French,Earthenware,2 3/4 x 2 1/4 in. (7 x 5.7 cm),Ceramics,Men|Benjamin Franklin|Profiles
5154,False,1847,1939,1900,1900,2019-09-12,The American Wing,Medallion,American,Decorator,Louise McLaughlin,American,Porcelain,4 x 3 in. (10.2 x 7.6 cm),Ceramics,Women|Profiles
5157,False,1717,1786,1760,1800,2020-02-15,The American Wing,Medallion of Benjamin Franklin,British,Artist|Manufacturer,Jean-Baptiste Nini|Josiah Wedgwood and Sons,Italian,Earthenware,4 1/8 x 3 1/8 in. (10.5 x 7.9 cm),Ceramics,Men|Benjamin Franklin|Profiles
5159,True,1746,1821,1794,1797,2019-02-01,The American Wing,Plaque of Benjamin Franklin,French,Maker,Jean Martin Renaud,French,Terracotta,H. 4 1/16 in. (10.3 cm),Ceramics,Benjamin Franklin|Profiles
5223,False,1840,1928,1889,1889,2019-10-23,The American Wing,Apple Blossoms,American,Artist,Charles Caryl Coleman,American,Oil on canvas,62 3/8 x 35 in. (158.4 x 88.9 cm),Paintings,Still Life|Flowers
5365,True,1880,1967,1892,1892,2019-07-31,The American Wing,Mug,American,Maker,Rookwood Pottery Company,American,"Probably earthenware, silver",H. 5 1/4 in. (13.3 cm); Diam. 3 3/4 in. (9.5 cm),Ceramics,Bats|Women|Animals
5402,False,1848,1933,1901,1907,2019-07-31,The American Wing,Necklace,American,Maker,Louis Comfort Tiffany,American,"Opals, gold, enamel",L. 18 in. (45.7 cm),Jewelry,Leaves
5421,True,106,40,1775,1775,2019-02-01,The American Wing,Book: Of the Nature of the Gods,British,Author|Publisher,Marcus Tullius Cicero|T. Davies,Roman|British,Paper,Dimensions unavailable,Natural Substances,Books
5499,False,1848,1933,1899,1915,2019-02-01,The American Wing,Grapevine Panel,American,Designer|Maker,Louis Comfort Tiffany|Tiffany Studios,American,Leaded favrile glass,98 x 36 in. (248.9 x 91.4 cm),Glass,Grapes|Vines
5523,False,1861,1930,1873,1876,2019-07-31,The American Wing,Paperweight,American,Maker,James Gillinder and Sons,American,Free-blown glass,H. 13/16 in. (2.1 cm); Diam. 3 1/4 in. (8.3 cm),Glass,Abraham Lincoln|Men
5524,False,1861,1930,1873,1876,2019-07-26,The American Wing,Paperweight,American,Maker,James Gillinder and Sons,American,Free-blown glass,H. 1 in. (2.5 cm); Diam. 3 3/16 in. (8.1 cm),Glass,George Washington|Men|Profiles
5525,False,1861,1930,1873,1876,2019-07-31,The American Wing,Paperweight,American,Maker,James Gillinder and Sons,American,Free-blown glass,H. 1 1/16 in. (2.7 cm); Diam. 3 1/16 in. (7.8 cm),Glass,Men|Profiles
5563,True,1820,1890,1876,1876,2019-02-01,The American Wing,Centennial Pedestal,American,Designer|Manufacturer,Karl L. H. Müller|Union Porcelain Works,American,Porcelain,H. 42 1/2 in. (108 cm); Diam. 16 3/8 in. (41.6 cm),Ceramics,Men|Griffins|Horses|Chariots
5582,True,1835,1910,1877,1880,2019-02-01,The American Wing,Peonies Blown in the Wind,American,Maker,John La Farge,American,Leaded opalescent glass,75 x 45 in. (190.5 x 114.3 cm),Glass,Windows|Peonies
5629,False,1856,1925,1889,1889,2019-02-01,The American Wing,Arm of a Javanese Dancer (from Sketchbook of Javanese Dancers),American,Artist,John Singer Sargent,American,Graphite on off-white wove paper,5 1/2 x 8 1/2 in. (14 x 21.6 cm),Drawings,Hands|Dancers
5802,True,1838,1838,1829,1829,2019-07-31,The American Wing,Pitcher,American,Designer|Manufacturer,Daniel Greatbatch|D. &  J. Henderson Flint Stoneware Manufactory,British,Stoneware,H. 6 in. (15.2 cm); Diam. 5 3/8 in. (13.7 cm),Ceramics,Boars|Deer|Dogs
5827,True,1863,1922,1875,1875,2019-07-31,The American Wing,Pitcher,American,Manufacturer|Designer,Union Porcelain Works|Karl L. H. Müller,American,Parian porcelain,H. 8 3/16 in. (20.8 cm),Ceramics,Men|Profiles
5828,True,1863,1922,1875,1875,2019-07-26,The American Wing,Pitcher,American,Manufacturer|Designer,Union Porcelain Works|Karl L. H. Müller,American,Porcelain,H. 9 1/4 in. (23.5 cm),Ceramics,Men
5849,True,1861,1933,1868,1886,2019-07-31,The American Wing,Pitcher,American,Manufacturer,Greenwood Pottery Company,American,"Porcelain, overglaze enamel decoration and gilding",H. 9 1/2 in. (24.1 cm); Diam. 9 in. (22.9 cm),Ceramics,Flowers|Flags
5901,False,1880,1967,1919,1919,2019-04-19,The American Wing,Plaque,American,Manufacturer,Rookwood Pottery Company,American,Earthenware,9 x 12 in. (22.9 x 30.5 cm),Ceramics,Landscapes|Trees
5902,True,1725,1802,1767,1800,2019-02-01,The American Wing,Plaque,French,Maker,Joseph Siffred Duplessis,French,Porcelain,Diam. 2 5/8 in. (6.7 cm),Ceramics,Benjamin Franklin|Portraits
5903,True,1725,1802,1800,1883,2019-02-01,The American Wing,Benjamin Franklin,French,Artist,Joseph Siffred Duplessis,French,Faience,Diam. 9 3/4 in. (24.8 cm),Ceramics,Benjamin Franklin|Portraits
5904,True,1822,1885,1776,1883,2019-07-26,The American Wing,Plate of Benjamin Franklin,French,Designer|Artist,Emile Dupont-Zipcy|Jean Antoine Houdon,French,Faience,Diam. 8 3/4 in. (22.2 cm),Ceramics,Benjamin Franklin|Portraits
5905,True,1822,1885,1776,1883,2019-02-01,The American Wing,Benjamin Franklin,French,Designer|Artist,Emile Dupont-Zipcy|Charles Nicolas Cochin II,French,Faience,Diam. 8 1/2 in. (21.6 cm),Ceramics,Benjamin Franklin|Profiles
5907,True,1822,1885,1877,1877,2019-02-01,The American Wing,Benjamin Franklin,French,Designer|Artist,Emile Dupont-Zipcy|Charles Nicolas Cochin II,French,Faience,9 1/4 x 9 3/8 in. (23.5 x 23.8 cm),Ceramics,Benjamin Franklin|Portraits|Profiles
5908,True,1820,1890,1876,1876,2019-02-01,The American Wing,Plaque,American,Maker,Karl L. H. Müller,American,Porcelain,W. 5 3/4 in. (14. cm),Ceramics,Men|Profiles
5913,True,1841,1914,1892,1895,2019-02-01,The American Wing,Plaque,American,Maker|Maker,Charles Volkmar|Volkmar Ceramic Company,American,Earthenware,H. 7/8 in. (2.2 cm); Diam. 11 1/8 in. (28.3 cm),Ceramics,Houses|Trees
5914,True,1841,1914,1892,1895,2019-07-26,The American Wing,Plaque,American,Maker|Maker,Charles Volkmar|Volkmar Ceramic Company,American,Earthenware,H. 1 1/8 in. (2.9 cm); Diam. 11 3/8 in. (28.9 cm),Ceramics,Houses
5967,True,1828,1859,1832,1859,2019-07-26,The American Wing,Plate,British (American market),Maker,Thomas Dimmock & Co.,British,"Earthenware, transfer-printed",Diam. 9 in. (22.9 cm),Ceramics,Eagles|Fire|Buildings
5968,True,1828,1859,1825,1862,2019-07-26,The American Wing,Plate,British (American market),Maker,Thomas Dimmock & Co.,British,"Earthenware, transfer-printed",Diam. 7 1/4 in. (18.4 cm),Ceramics,Eagles|Fire|Buildings|Boats
5970,True,1818,1846,1815,1849,2020-01-19,The American Wing,Plate,British (American market),Maker,Enoch Wood & Sons,British,"Earthenware, transfer-printed",Diam. 10 1/4 in. (26 cm),Ceramics,Ships
5971,True,1813,1836,1812,1834,2019-07-26,The American Wing,Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 10 1/2 in. (26.7 cm),Ceramics,Landscapes|Flowers
6039,True,1818,1846,1821,1849,2020-01-19,The American Wing,Plate,British (American market),Maker,Enoch Wood & Sons,British,"Earthenware, transfer-printed",Diam. 6 5/8 in. (16.8 cm),Ceramics,George Washington|Men|Marquis de Lafayette
6111,True,1813,1836,1822,1837,2019-07-26,The American Wing,Platter,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",15 1/2 x 12 7/8 in. (39.4 x 32.7 cm),Ceramics,Landscapes
6112,True,1813,1836,1818,1837,2019-07-26,The American Wing,Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 10 3/8 in. (26.4 cm),Ceramics,Flowers|Landscapes
6113,True,1813,1836,1820,1837,2019-07-26,The American Wing,Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 9 in. (22.9 cm),Ceramics,Flowers|Landscapes
6114,True,1813,1836,1820,1837,2019-07-26,The American Wing,Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 10 3/8 in. (26.4 cm),Ceramics,Flowers|Landscapes
6115,True,1813,1836,1815,1834,2019-07-26,The American Wing,Platter,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam.  8 3/4 in. (22.2 cm),Ceramics,George Washington|Buildings|Flowers
6116,True,1813,1836,1812,1837,2019-07-26,The American Wing,Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 9 1/4 in. (23.5 cm),Ceramics,George Washington|Flowers
6117,True,1813,1836,1819,1837,2019-07-26,The American Wing,Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 8 7/8 in. (22.5 cm),Ceramics,Landscapes|Birds
6118,True,1813,1836,1819,1837,2019-07-26,The American Wing,Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 7 3/4 in. (19.7 cm),Ceramics,Flowers|Landscapes
6119,True,1813,1836,1815,1834,2019-07-26,The American Wing,Plate,British (American market),Maker,James and Ralph Clews,British,"Earthenware, transfer-printed",Diam. 10 5/8 in. (27 cm),Ceramics,Landscapes|Birds|Boats
